0,0,0.179069
0,0.019444,-0.027394
0,0.038889,-0.026457
0,0.058333,-0.026817
0,0.077778,-0.025015
0,0.097222,-0.025015
0,0.116667,-0.028691
0,0.136111,-0.065745
0,0.155556,-0.035468
0,0.175,-0.049885
0,0.194444,-0.04246
0,0.213889,-0.030854
0,0.233333,-0.023429
0,0.252778,-0.016436
0,0.272222,-0.015355
0,0.291667,0.262836
0,0.311111,0.274009
0,0.330556,0.277398
0,0.35,0.287923
0,0.369445,0.294411
0,0.388889,0.29679
0,0.408333,0.296285
0,0.427778,0.294122
0,0.447222,0.286048
0,0.466667,0.260457
0,0.486111,0.223764
0,0.505556,0.325265
0,0.525,0.124786
0,0.544444,0.147782
0,0.563889,0.086146
0,0.583333,0.116495
0,0.602778,0.175464
0,0.622222,0.206967
0,0.641667,0.235154
0,0.661111,0.259448
0,0.680556,0.286481
0,0.7,0.310991
0,0.719445,0.324039
0,0.738889,0.339682
0,0.758333,0.346603
0,0.777778,0.346242
0,0.797222,0.315028
0,0.816667,0.274947
0,0.836111,0.228233
0,0.855556,0.201849
0,0.875,0.224484
0,0.894445,0.239407
0,0.913889,0.247769
0,0.933333,0.241497
0,0.952778,0.240488
0,0.972222,0.234289
0,0.991667,0.231549
0,1.011111,0.207832
0,1.030556,0.209346
0,1.05,0.216411
0,1.069445,0.221817
0,1.088889,0.225782
0,1.108333,0.229747
0,1.127778,0.231765
0,1.147222,0.23263
0,1.166667,0.235442
0,1.186111,0.236667
0,1.205556,0.242939
0,1.225,0.248562
0,1.244444,0.25469
0,1.263889,0.263989
0,1.283333,0.267594
0,1.302778,0.270189
0,1.322222,0.278695
0,1.341667,0.268026
0,1.361111,0.241714
0,1.380556,0.172653
0,1.4,0.172076
0,1.419445,0.192837
0,1.438889,0.192982
0,1.458333,0.195216
0,1.477778,0.197523
0,1.497222,0.200335
0,1.516667,0.198749
0,1.536111,0.179213
0,1.555556,0.15463
0,1.575,0.173157
0,1.594445,0.352947
0,1.613889,0.363832
0,1.633333,0.371401
0,1.652778,0.36239
0,1.672222,0.351433
0,1.691667,0.33961
0,1.711111,0.335573
0,1.730556,0.30854
0,1.75,0.287202
0,1.769445,0.267089
0,1.788889,0.147349
0,1.808333,0.132715
0,1.827778,0.117937
0.011811,0,0.179069
0.011811,0.019444,-0.030797
0.011811,0.038889,-0.028355
0.011811,0.058333,-0.029198
0.011811,0.077778,-0.059329
0.011811,0.097222,-0.055436
0.011811,0.116667,-0.060881
0.011811,0.136111,-0.065745
0.011811,0.155556,-0.049341
0.011811,0.175,-0.049993
0.011811,0.194444,-0.044568
0.011811,0.213889,-0.033787
0.011811,0.233333,-0.024586
0.011811,0.252778,-0.015966
0.011811,0.272222,-0.017166
0.011811,0.291667,0.261194
0.011811,0.311111,0.269461
0.011811,0.330556,0.277109
0.011811,0.35,0.287667
0.011811,0.369445,0.292139
0.011811,0.388889,0.296121
0.011811,0.408333,0.293383
0.011811,0.427778,0.292968
0.011811,0.447222,0.288499
0.011811,0.466667,0.264894
0.011811,0.486111,0.227664
0.011811,0.505556,0.186233
0.011811,0.525,0.138066
0.011811,0.544444,0.147782
0.011811,0.563889,0.072517
0.011811,0.583333,0.113955
0.011811,0.602778,0.172123
0.011811,0.622222,0.20205
0.011811,0.641667,0.2265
0.011811,0.661111,0.253922
0.011811,0.680556,0.277946
0.011811,0.7,0.303934
0.011811,0.719445,0.322179
0.011811,0.738889,0.337229
0.011811,0.758333,0.346599
0.011811,0.777778,0.344705
0.011811,0.797222,0.311092
0.011811,0.816667,0.272427
0.011811,0.836111,0.228233
0.011811,0.855556,0.209988
0.011811,0.875,0.231654
0.011811,0.894445,0.24635
0.011811,0.913889,0.246639
0.011811,0.933333,0.239847
0.011811,0.952778,0.247217
0.011811,0.972222,0.247118
0.011811,0.991667,0.241147
0.011811,1.011111,0.211566
0.011811,1.030556,0.1986
0.011811,1.05,0.206391
0.011811,1.069445,0.213581
0.011811,1.088889,0.218815
0.011811,1.108333,0.222442
0.011811,1.127778,0.225603
0.011811,1.147222,0.224202
0.011811,1.166667,0.228409
0.011811,1.186111,0.230723
0.011811,1.205556,0.236719
0.011811,1.225,0.243304
0.011811,1.244444,0.250845
0.011811,1.263889,0.259531
0.011811,1.283333,0.262743
0.011811,1.302778,0.25192
0.011811,1.322222,0.216689
0.011811,1.341667,0.17866
0.011811,1.361111,0.072371
0.011811,1.380556,0.081317
0.011811,1.4,0.196131
0.011811,1.419445,0.199661
0.011811,1.438889,0.201701
0.011811,1.458333,0.204858
0.011811,1.477778,0.2078
0.011811,1.497222,0.212055
0.011811,1.516667,0.213781
0.011811,1.536111,0.200768
0.011811,1.555556,0.187116
0.011811,1.575,0.177892
0.011811,1.594445,0.346667
0.011811,1.613889,0.354241
0.011811,1.633333,0.361173
0.011811,1.652778,0.35421
0.011811,1.672222,0.342207
0.011811,1.691667,0.331119
0.011811,1.711111,0.320388
0.011811,1.730556,0.297701
0.011811,1.75,0.280425
0.011811,1.769445,0.256448
0.011811,1.788889,0.147349
0.011811,1.808333,0.132715
0.011811,1.827778,0.118343
0.023622,0,0.179069
0.023622,0.019444,-0.031292
0.023622,0.038889,-0.037125
0.023622,0.058333,-0.041163
0.023622,0.077778,-0.059329
0.023622,0.097222,-0.055733
0.023622,0.116667,-0.065661
0.023622,0.136111,-0.068154
0.023622,0.155556,-0.061029
0.023622,0.175,-0.05409
0.023622,0.194444,-0.0441
0.023622,0.213889,-0.034551
0.023622,0.233333,-0.024187
0.023622,0.252778,-0.02141
0.023622,0.272222,-0.020194
0.023622,0.291667,0.260506
0.023622,0.311111,0.271823
0.023622,0.330556,0.279192
0.023622,0.35,0.288754
0.023622,0.369445,0.291102
0.023622,0.388889,0.296813
0.023622,0.408333,0.293334
0.023622,0.427778,0.291994
0.023622,0.447222,0.288567
0.023622,0.466667,0.268059
0.023622,0.486111,0.235532
0.023622,0.505556,0.193842
0.023622,0.525,0.15159
0.023622,0.544444,0.16428
0.023622,0.563889,0.077495
0.023622,0.583333,0.117114
0.023622,0.602778,0.158211
0.023622,0.622222,0.195661
0.023622,0.641667,0.222174
0.023622,0.661111,0.248212
0.023622,0.680556,0.271796
0.023622,0.7,0.297901
0.023622,0.719445,0.318552
0.023622,0.738889,0.334906
0.023622,0.758333,0.348611
0.023622,0.777778,0.342342
0.023622,0.797222,0.307963
0.023622,0.816667,0.267877
0.023622,0.836111,0.225205
0.023622,0.855556,0.216611
0.023622,0.875,0.23475
0.023622,0.894445,0.248117
0.023622,0.913889,0.245463
0.023622,0.933333,0.241454
0.023622,0.952778,0.245997
0.023622,0.972222,0.248754
0.023622,0.991667,0.245073
0.023622,1.011111,0.213659
0.023622,1.030556,0.190839
0.023622,1.05,0.201066
0.023622,1.069445,0.207012
0.023622,1.088889,0.211853
0.023622,1.108333,0.214345
0.023622,1.127778,0.218506
0.023622,1.147222,0.218699
0.023622,1.166667,0.222897
0.023622,1.186111,0.226496
0.023622,1.205556,0.231329
0.023622,1.225,0.238802
0.023622,1.244444,0.246459
0.023622,1.263889,0.250161
0.023622,1.283333,0.242027
0.023622,1.302778,0.075981
0.023622,1.322222,0.06384
0.023622,1.341667,0.075005
0.023622,1.361111,0.079922
0.023622,1.380556,0.17104
0.023622,1.4,0.194837
0.023622,1.419445,0.202459
0.023622,1.438889,0.206992
0.023622,1.458333,0.212548
0.023622,1.477778,0.215163
0.023622,1.497222,0.219084
0.023622,1.516667,0.219898
0.023622,1.536111,0.218065
0.023622,1.555556,0.201836
0.023622,1.575,0.189733
0.023622,1.594445,0.345555
0.023622,1.613889,0.35032
0.023622,1.633333,0.353524
0.023622,1.652778,0.344196
0.023622,1.672222,0.335401
0.023622,1.691667,0.32108
0.023622,1.711111,0.310767
0.023622,1.730556,0.289049
0.023622,1.75,0.272228
